src,teamSrc,team,name
https://cdn.nba.com/headshots/nba/latest/260x190/1630598.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,Oklahoma City Thunder,Aaron Wiggins
https://cdn.nba.com/headshots/nba/latest/260x190/203952.png,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,Golden State Warriors,Andrew Wiggins
https://cdn.nba.com/headshots/nba/latest/260x190/1629684.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,Boston Celtics,Grant Williams
https://cdn.nba.com/headshots/nba/latest/260x190/1629026.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,Oklahoma City Thunder,Kenrich Williams
https://cdn.nba.com/headshots/nba/latest/260x190/101150.png,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,Atlanta Hawks,Lou Williams
https://cdn.nba.com/headshots/nba/latest/260x190/1630172.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,Chicago Bulls,Patrick Williams
https://cdn.nba.com/headshots/nba/latest/260x190/1630533.png,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,Memphis Grizzlies,Ziaire Williams
https://cdn.nba.com/headshots/nba/latest/260x190/1629057.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,Boston Celtics,Robert Williams
https://cdn.nba.com/headshots/nba/latest/260x190/1629627.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,New Orleans Pelicans,Zion Williamson
https://cdn.nba.com/headshots/nba/latest/260x190/1629685.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,Cleveland Cavaliers,Dylan Windler
https://cdn.nba.com/headshots/nba/latest/260x190/1626159.png,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,LA Clippers,Justise Winslow
https://cdn.nba.com/headshots/nba/latest/260x190/1630216.png,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,Washington Wizards,Cassius Winston
https://cdn.nba.com/headshots/nba/latest/260x190/1630164.png,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,Golden State Warriors,James Wiseman
https://cdn.nba.com/headshots/nba/latest/260x190/1626174.png,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,Houston Rockets,Christian Wood
https://cdn.nba.com/headshots/nba/latest/260x190/1630218.png,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,Sacramento Kings,Robert Woodard
https://cdn.nba.com/headshots/nba/latest/260x190/1626153.png,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,Atlanta Hawks,Delon Wright
https://cdn.nba.com/headshots/nba/latest/260x190/1630593.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,Minnesota Timberwolves,McKinley Wright
https://cdn.nba.com/headshots/nba/latest/260x190/201152.png,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,San Antonio Spurs,Thaddeus Young
https://cdn.nba.com/headshots/nba/latest/260x190/1629027.png,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,Atlanta Hawks,Trae Young
https://cdn.nba.com/headshots/nba/latest/260x190/1630209.png,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,Miami Heat,Omer Yurtseven
https://cdn.nba.com/headshots/nba/latest/260x190/203469.png,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,Portland Trail Blazers,Cody Zeller
https://cdn.nba.com/headshots/nba/latest/260x190/1627826.png,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,LA Clippers,Ivica Zubac
