reb,ast,stl,blk,tov,pts,name
4.715163934426229,1.1495901639344261,0.23463114754098358,0.16598360655737698,0.29508196721311475,3.2663934426229515,Precious Achiuwa
-0.7509578544061313,0.8639846743295017,-0.0977011494252874,0.06704980842911878,0.15517241379310343,-0.5517241379310347,Steven Adams
1.234375,-2.59375,0.015625,-0.65625,0.296875,0.296875,Bam Adebayo
1.4059829059829072,-0.995726495726496,-0.08974358974358976,0.05128205128205132,-0.3717948717948717,0.07264957264957239,LaMarcus Aldridge
1.4695652173913034,0.43260869565217375,0.02826086956521734,-0.07826086956521738,0.10000000000000009,3.4065217391304348,Nickeil Alexander-Walker
0.7999999999999998,-0.7915789473684212,-0.288421052631579,0.10315789473684209,-0.2757894736842105,3.72842105263158,Grayson Allen
1.1716269841269842,0.06746031746031744,0.5545634920634921,-0.5535714285714286,0.4751984126984128,2.4563492063492056,Jarrett Allen
-0.35024154589371914,-1.1231884057971016,-0.3840579710144928,-0.3816425120772947,-0.24637681159420288,-3.932367149758452,Kyle Anderson
0.6666666666666643,0.09198542805100374,0.041894353369763326,0.692167577413479,-0.33788706739526386,-0.9253187613843394,Giannis Antetokounmpo
1.3870614035087718,0.06798245614035092,0.17653508771929832,-0.05043859649122806,-0.06688596491228072,0.8377192982456134,Thanasis Antetokounmpo
0.698550724637681,-0.6572463768115943,0.08333333333333337,0.19927536231884058,-0.034057971014492816,1.6086956521739122,Carmelo Anthony
2.047872340425532,1.789893617021277,0.48670212765957444,-0.13297872340425532,0.6821808510638299,6.752659574468085,Cole Anthony
-0.11162790697674385,0.5472868217054265,-0.0015503875968991832,-0.14418604651162792,-0.07751937984496138,4.272868217054263,OG Anunoby
-0.8366228070175441,-1.4232456140350882,-0.3037280701754386,-0.017543859649122806,0.10964912280701755,-3.9342105263157894,D.J. Augustin
0.5370370370370372,0.2222222222222221,0.07407407407407407,0.5555555555555556,0.0,-0.3888888888888866,Deni Avdija
1.2137681159420293,-0.018115942028985144,0.4057971014492754,-0.5072463768115943,0.17391304347826098,1.55072463768116,Deandre Ayton
0.1333333333333333,0.0,-0.06666666666666668,-0.26666666666666666,0.04999999999999999,-0.5666666666666669,Udoka Azubuike
-2.228682170542635,-0.6666666666666667,-0.4883720930232558,-0.32170542635658916,-0.5387596899224806,-9.306201550387598,Marvin Bagley
1.8784313725490183,1.3627450980392144,0.36176470588235277,0.047058823529411764,0.2568627450980383,4.154901960784311,LaMelo Ball
0.3760765550239231,-1.219138755980861,0.24593301435406723,0.22583732057416273,-0.025837320574161993,-2.2133971291866015,Lonzo Ball
3.449656750572082,1.028604118993135,0.6430205949656751,0.7917620137299772,0.6910755148741416,3.1270022883295168,Mohamed Bamba
0.8562091503267979,0.2647058823529411,0.1748366013071896,0.042483660130719,0.5212418300653594,6.6421568627451,Desmond Bane
0.5199637023593464,-1.0444646098003623,0.2586206896551724,-0.031760435571687895,0.4491833030852994,2.9137931034482776,Harrison Barnes
0.3611111111111116,-0.6249999999999996,-0.29166666666666674,0.055555555555555525,-0.041666666666667185,-2.7777777777777786,RJ Barrett
1.0892857142857144,1.0803571428571432,0.1071428571428571,0.0892857142857143,0.03571428571428581,3.553571428571427,Will Barton
1.597435897435898,-0.16923076923076932,0.01794871794871805,0.2948717948717948,0.458974358974359,0.5205128205128204,Keita Bates-Diop
0.7835820895522385,-0.7089552238805967,0.11300639658848599,0.2334754797441364,-0.005330490405117239,1.7260127931769738,Nicolas Batum
-1.292910447761194,-0.7369402985074629,-0.029850746268656803,-0.1800373134328358,-0.7238805970149254,-2.55410447761194,Kent Bazemore
-0.25555555555555465,-0.24444444444444446,0.1393939393939394,0.7676767676767678,-0.7181818181818183,-4.375757575757573,Darius Bazley
0.6166666666666663,1.3833333333333329,-0.08333333333333304,0.03333333333333349,0.9499999999999997,-8.033333333333335,Bradley Beal
-1.4894894894894892,-0.7672672672672673,-0.033033033033033066,-0.022522522522522598,-1.066066066066066,-9.289789789789793,Malik Beasley
-0.0849673202614385,-1.042483660130719,-0.09477124183006569,0.09150326797385616,-0.6699346405228758,-0.6339869281045756,DeAndre' Bembry
-1.1973684210526314,-0.35964912280701755,-0.45394736842105265,-0.2280701754385965,-0.20394736842105265,-5.741228070175438,Davis Bertans
1.1587837837837842,2.445945945945946,0.09121621621621623,0.2432432432432432,0.2685810810810809,0.5489864864864877,Patrick Beverley
1.901587301587302,1.198412698412699,0.2571428571428571,0.0222222222222222,0.5873015873015873,1.4238095238095223,Saddiq Bey
-0.10945273631840635,0.004975124378109097,0.28358208955223885,-0.2796019900497513,-0.05671641791044779,-0.260696517412935,Khem Birch
-0.9047619047619047,-0.607936507936508,0.4428571428571429,-0.6904761904761904,-0.020634920634920673,-2.1333333333333337,Goga Bitadze
0.5120120120120122,-0.19819819819819817,0.42792792792792794,0.14264264264264265,0.27477477477477485,0.1261261261261275,Nemanja Bjelica
0.730046948356808,-0.10798122065727744,0.7253521126760564,0.21752738654147108,0.6721439749608762,-2.794992175273867,Eric Bledsoe
-0.1363636363636358,-0.8964646464646466,-0.4469696969696969,-0.07323232323232332,-0.2828282828282829,-4.030303030303028,Bogdan Bogdanovic
0.3750000000000009,-0.11111111111111116,-0.18055555555555558,-5.551115123125783e-17,-0.2222222222222221,0.09722222222222143,Bojan Bogdanovic
1.0,0.03125,0.03125,-0.0625,-0.40625,-0.28125,Bol Bol
-0.9833333333333333,0.09166666666666667,0.05833333333333329,-0.225,-0.55,-1.2833333333333332,Isaac Bonga
1.3059701492537314,0.4643449419568819,0.15339966832504148,-0.01658374792703149,-0.3117744610281923,-2.4411276948590377,Devin Booker
-2.622222222222222,-0.7166666666666668,-0.02777777777777779,-1.0722222222222224,-0.21111111111111114,-7.9111111111111105,Chris Boucher
