id,name,reb,ast,stl,blk,tov,pts,src,teamSrc,team,newsUrl,newsTitle,newsDate,newsIntro
22854a43-9d03-451f-afdf-be8d3bb02ced,Goran Dragic,2.8,1.8,1,0.2,0.2,8,https://cdn.nba.com/headshots/nba/latest/260x190/201609.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,Toronto Raptors,,,,
94ed3db9-029e-4e05-abc6-b9cba67df0c3,Andre Drummond,11.16666667,2.277777778,1.055555556,1.111111111,1.833333333,6.944444444,https://cdn.nba.com/headshots/nba/latest/260x190/203083.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,Philadelphia 76ers,,,,
dfcc03d4-8097-4c88-abde-72b480708783,Chris Duarte,4.222222222,2,0.888888889,0.166666667,1.722222222,13.33333333,https://cdn.nba.com/headshots/nba/latest/260x190/1630537.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,Indiana Pacers,,,,
522c0cec-4eaa-43bf-8c26-63a068e0ecc4,Kevin Durant,7.555555556,5.277777778,0.555555556,0.611111111,2.944444444,28.05555556,https://cdn.nba.com/headshots/nba/latest/260x190/201142.png,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,Brooklyn Nets,,,,
13f7af6f-dcfd-4c4a-8496-2f7a5ebbc679,Anthony Edwards,6.666666667,3.388888889,1.444444444,0.722222222,3.444444444,22.83333333,https://cdn.nba.com/headshots/nba/latest/260x190/1630162.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,Minnesota Timberwolves,,,,
9c1d70b0-1281-4e88-a6fc-31d19c3ab231,Kessler Edwards,1.5,0,0,0,0.5,4,https://cdn.nba.com/headshots/nba/latest/260x190/1630556.png,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,Brooklyn Nets,,,,
bb904dd5-1922-4197-9793-3c89de78401a,CJ Elleby,1.5,0.375,0,0,0.375,1.125,https://cdn.nba.com/headshots/nba/latest/260x190/1629604.png,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,Portland Trail Blazers,,,,
3fa2bf47-18da-4ff5-a571-b7a0e4757fb4,Wayne Ellington,1.916666667,0.583333333,0.166666667,0,0.416666667,6.666666667,https://cdn.nba.com/headshots/nba/latest/260x190/201961.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,Los Angeles Lakers,,,,
e79af57c-50a8-4226-b941-574c4f5a2f4c,Joel Embiid,9.555555556,4,0.888888889,1.444444444,3,21.44444444,https://cdn.nba.com/headshots/nba/latest/260x190/203954.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,Philadelphia 76ers,,,,
4b6d7830-01f5-4446-8d04-076ba2fc8856,Drew Eubanks,5,1.647058824,0.470588235,0.882352941,1.352941176,6.470588235,https://cdn.nba.com/headshots/nba/latest/260x190/1629234.png,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,San Antonio Spurs,,,,
a3e50535-9446-4a31-841d-d9d92c8deae8,Tacko Fall,0.714285714,0,0,0.142857143,0.142857143,0.428571429,https://cdn.nba.com/headshots/nba/latest/260x190/1629605.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,Cleveland Cavaliers,,,,
a55f588b-374d-424a-9c10-d3ed6f48d86f,Derrick Favors,5.2,0.4,0.533333333,0.133333333,0.266666667,6,https://cdn.nba.com/headshots/nba/latest/260x190/202324.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,Oklahoma City Thunder,,,,
dfebcfbc-3e45-4c92-adc6-97d11765acd8,Bruno Fernando,0.142857143,0.142857143,0,0.142857143,0.285714286,0,https://cdn.nba.com/headshots/nba/latest/260x190/1628981.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,Boston Celtics,,,,
26131cc8-98e0-46e9-970e-1bd4d2801680,Dorian Finney-Smith,4.705882353,1.176470588,1.470588235,0.529411765,1.058823529,8.882352941,https://cdn.nba.com/headshots/nba/latest/260x190/1627827.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,Dallas Mavericks,,,,
721f55f1-8e4f-483d-849e-cdf5b767a843,Malik Fitts,0.666666667,0,0,0,0,0,https://cdn.nba.com/headshots/nba/latest/260x190/1630238.png,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,Utah Jazz,,,,
75507dad-6c76-48e7-ab96-25015da1d781,Malachi Flynn,1.076923077,0.846153846,0.461538462,0.076923077,0.153846154,2.153846154,https://cdn.nba.com/headshots/nba/latest/260x190/1630201.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,Toronto Raptors,,,,
2f80cab2-dbe5-4057-b03e-9dc0433902da,Bryn Forbes,1.058823529,0.588235294,0.235294118,0.058823529,0.823529412,5.882352941,https://cdn.nba.com/headshots/nba/latest/260x190/1627854.png,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,San Antonio Spurs,,,,
e630fc25-29b5-4f86-a3e7-74fd05bd4409,Trent Forrest,0.916666667,0.5,0.25,0,0.416666667,1.166666667,https://cdn.nba.com/headshots/nba/latest/260x190/1630235.png,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,Utah Jazz,,,,
33eb6252-d143-4d97-9be5-af5491e785ac,Evan Fournier,2.944444444,1.833333333,0.944444444,0.222222222,1.222222222,12.83333333,https://cdn.nba.com/headshots/nba/latest/260x190/203095.png,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,New York Knicks,,,,
05520227-e26c-440f-8fc4-3d5be80df106,De'Aaron Fox,3.315789474,5.631578947,1.263157895,0.473684211,3.052631579,19.94736842,https://cdn.nba.com/headshots/nba/latest/260x190/1628368.png,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,Sacramento Kings,,,,
311b2a82-476c-4fa0-96fc-1360ae9a57d1,Daniel Gafford,4.933333333,0.8,0.6,1.666666667,1.133333333,8.466666667,https://cdn.nba.com/headshots/nba/latest/260x190/1629655.png,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,Washington Wizards,,,,
d0fc02a3-402b-4d7d-af04-6a5d38f64f86,Danilo Gallinari,3.8125,1,0.5625,0.25,0.5,8,https://cdn.nba.com/headshots/nba/latest/260x190/201568.png,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,Atlanta Hawks,,,,
c816f123-dd7c-4745-ae89-efff1b28a37a,Darius Garland,2.529411765,6.823529412,1.294117647,0.058823529,3.647058824,18.23529412,https://cdn.nba.com/headshots/nba/latest/260x190/1629636.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,Cleveland Cavaliers,,,,
9cf90b97-abbd-4d09-8651-bff597a4652f,Marcus Garrett,0.25,0.5,0,0,0,0,https://cdn.nba.com/headshots/nba/latest/260x190/1630585.png,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,Miami Heat,,,,
df4e23ce-3b03-4a49-86b0-106974d3577e,Usman Garuba,2.571428571,0.857142857,0.285714286,0.571428571,0.285714286,1.714285714,https://cdn.nba.com/headshots/nba/latest/260x190/1630586.png,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,Houston Rockets,,,,
e4fb3d32-5ad4-4393-b21f-839426cc19cb,Luka Garza,2.3,0.7,0.5,0.1,0.3,4.2,https://cdn.nba.com/headshots/nba/latest/260x190/1630568.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,Detroit Pistons,,,,
bb7831f2-10b8-4cf5-a8ff-03332027e57f,Rudy Gay,4.75,0.75,0,0.5,1,10,https://cdn.nba.com/headshots/nba/latest/260x190/200752.png,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,Utah Jazz,,,,
e68b7b56-2682-4c19-a2a3-9ee723a2ad24,Paul George,7.777777778,5.277777778,1.833333333,0.444444444,4.055555556,26.38888889,https://cdn.nba.com/headshots/nba/latest/260x190/202331.png,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,LA Clippers,,,,
2d1c18f6-3a11-4a38-bbdc-160800ef55f6,Taj Gibson,5.1,0.8,0.4,1.4,0.9,3.5,https://cdn.nba.com/headshots/nba/latest/260x190/201959.png,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,New York Knicks,,,,
57495168-ae3a-47af-aa0d-ab63d7e8067a,Josh Giddey,7.277777778,5.833333333,1,0.611111111,2.888888889,10.77777778,https://cdn.nba.com/headshots/nba/latest/260x190/1630581.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,Oklahoma City Thunder,,,,
0b9fe320-f963-4061-99fd-8014d4152dee,Shai Gilgeous-Alexander,5.0625,4.375,1.0625,0.4375,2.625,20.4375,https://cdn.nba.com/headshots/nba/latest/260x190/1628983.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,Oklahoma City Thunder,,,,
df34aee2-f0d7-4b7b-a6bd-ba7a14823f82,Anthony Gill,1.8,0.2,0,0.4,0.2,2.4,https://cdn.nba.com/headshots/nba/latest/260x190/1630264.png,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,Washington Wizards,,,,
